fid;ID;CD_GEOCODM;NM_MUNICIP;CODIGO;V8Mo;V8d;V8;V1;V2;V3;V4;V5;V6;V7;I_V1;CL_V1;I_V2;CL_V2;I_V3;CL_V3;I_V4;CL_V4;I_V5;CL_V5;I_V6;CL_V6;I_V7;CL_V7;I_V8;CL_V8;DB2001;HB2001;LTB2001;DBC2001;HBC2001;LTBC2001;DM2001_2009;HM2001_2009;LTM2001_2009;CMD20012009;CMH20012009;CMLT20012009
235;593;5221502;TURVÂNIA;5221502;1723;4811;2,79;18,86;79,86;17,64;12,1;53,69;32,04;11,03;0,451021877;2;-0,112402158;0;0,133871012;0;0,074535102;0;0,246781414;0;0,037104677;0;0,091083808;2;0,850710338;2;714,1104915;40,42968717;2,064581653;MuitoAlto;Hiperendem;Medio;1033,7981;55,998;4,2291;Hiperendemico;Hiperendemico;Medio
236;594;5221551;TURVELÂNDIA;5221551;1379;4387;3,18;31,54;85,13;26,25;17,77;70,54;30,82;7,9;-0,16639658;0;0,075650025;0;-0,305223802;4;0,25748518;0;0,143703647;0;0,155414221;2;0,432404205;2;0,094690808;0;583,5122763;126,3553685;2,215103775;MuitoAlto;Hiperendem;Medio;457,5115;32,86;16,3141;MuitoAlto;MuitoAlto;MuitoAlto
237;595;5221577;UIRAPURU;5221577;994;2921;2,94;40,85;77,36;34,91;16,19;72,01;41,45;13,88;1,32021506;1;0,007349487;0;1,006911844;1;0,72465822;1;1,397003539;1;0,872120494;1;0,229810556;1;-0,012014877;0;237,4072486;79,2235747;24,80111833;Alto;Hiperendem;Hiperendem;847,2631;64,67;20,402;MuitoAlto;Hiperendemico;Hiperendemico
238;596;5221601;URUAÇU;5221601;11710;36642;3,13;24,08;56,56;10,49;11,01;66,41;31,2;10,18;-0,212727799;3;-0,025642376;0;-0,698045647;3;-0,062823534;0;0,508005399;0;-0,071692532;0;-0,070149219;0;0,070067382;0;148,9738581;56,03012735;52,1799455;Medio;Hiperendem;Hiperendem;592,9168;47,172;26,5814;MuitoAlto;Hiperendemico;Hiperendemico
239;597;5221700;URUANA;5221700;4745;13767;2,9;21,98;88,18;19,37;12,17;52,34;37,64;12,92;0,29781943;2;-0,160077371;0;0,064198938;0;0,042370802;0;-0,055437068;0;-0,091400777;0;-0,048020828;0;0,065414631;0;2431,597491;16,92248869;136,7247729;Hiperendem;Alto;Hiperendem;769,9907;22,969;37,8111;MuitoAlto;MuitoAlto;Hiperendemico
240;598;5221809;URUTAÍ;5221809;1031;3061;2,97;27,64;97,19;26,48;9,02;46,49;25,51;7,95;0,009919899;0;-0,452926077;0;-0,190745873;0;1,125990215;2;1,574133939;2;0,491280233;0;0,329907155;0;0,09052033;0;323,5269704;55,79897439;2,847909787;MuitoAlto;Hiperendem;Medio;860,6619;26,412;1,9999;MuitoAlto;MuitoAlto;Medio
241;599;5221858;VALPARAÍSO DE GOIÁS;5221858;39405;132729;3,37;24,65;31,06;2,18;5,76;63,42;24,26;8,73;0,221318209;2;1,866902782;2;1,648074312;2;2,29741326;2;0,316597799;0;0,220855225;0;0,073579046;0;2,854886336;1;147,4615134;14,57501917;0,84236707;Medio;Alto;Baixo;651,4963;12,394;1,4851;MuitoAlto;Alto;Medio
242;600;5221908;VARJÃO;5221908;1265;3450;2,73;38,81;98,34;20,95;15,27;52,69;26,17;7,67;0,368310231;0;0,321017845;0;0,007916102;0;-0,386771653;0;0,289524297;0;0,153140011;0;0,190519639;0;-0,017917357;0;111,3593948;68,34683483;2,523715439;Medio;Hiperendem;Medio;678,9371;33,109;3,2769;MuitoAlto;MuitoAlto;Medio
243;601;5222005;VIANÓPOLIS;5222005;3990;12490;3,13;31,75;82,33;19,7;8,39;55,03;25,24;6,92;0,058362454;0;0,00352515;0;-0,001459702;0;1,245781201;2;0,383590473;2;0,551234603;2;0,504123702;2;-0,134988757;0;325,8541951;18,44092757;29,14102796;MuitoAlto;Alto;Hiperendem;624,1305;16,409;8,9342;MuitoAlto;Alto;Alto
244;602;5222054;VICENTINÓPOLIS;5222054;2350;7281;3,1;12,17;96,94;12,89;11,87;52,87;24,26;8,26;0,322454714;0;-0,029033744;0;0,302307104;0;0,067922112;0;0,320381217;0;0,817877247;2;0,431809044;2;-0,139548409;0;686,2017766;62,39365697;1,484203814;MuitoAlto;Hiperendem;Medio;759,3547;51,622;5,8157;MuitoAlto;Hiperendemico;Alto
245;603;5222203;VILA BOA;5222203;1403;4704;3,35;27,44;74,34;22,17;16,02;81,71;46,47;20,74;-0,032152707;0;-0,011933198;0;0,042772408;0;0,400723711;0;2,820180854;1;1,988230979;1;2,183160454;1;1,87195341;1;45,00690087;9,643379205;2,095980416;Baixo;Medio;Medio;1400,5833;29,473;1,4142;Hiperendemico;MuitoAlto;Medio
246;604;5222302;VILA PROPÍCIO;5222302;1482;4787;3,23;59,18;93,05;48,31;19,42;72,07;51,62;24,83;1,332462001;0;0,046143629;0;0,380168825;0;0,257017692;0;0,782759694;0;0,662638149;0;0,489920323;0;0,789570625;1;1513,407917;23,83616839;134,6932629;Hiperendem;MuitoAlto;Hiperendem;1217,5458;44,29;31,2506;Hiperendemico;Hiperendemico;Hiperendemico
247;605;5300108;BRASILIA;5300108;774021;2556511;3,3;4,89;11,08;2,16;5,02;56,19;18;6,26;0,978244915;2;1,405800614;0;1,001322359;2;1,370209419;2;-0,141953379;3;-0,460198318;0;-0,153421944;0;2,253246532;1;587,2759557;10,04504372;2,656699198;MuitoAlto;Alto;Medio;472,25;9,033;1,4165;MuitoAlto;Medio;Medio
